age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
52,self-employed,married,secondary,no,4423,no,yes,cellular,6,aug,3,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,5336,yes,no,cellular,5,may,1,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,2624,yes,no,unknown,6,may,2,-1,0,unknown,no
27,services,single,secondary,no,1887,no,no,telephone,25,jul,1,-1,0,unknown,no
50,technician,single,tertiary,no,966,yes,no,cellular,11,may,2,-1,0,unknown,no
43,management,married,tertiary,no,6354,no,yes,cellular,18,jul,7,-1,0,unknown,no
37,management,married,tertiary,no,1851,no,no,cellular,21,nov,2,-1,0,unknown,no
51,technician,married,tertiary,no,1786,yes,no,unknown,19,may,4,-1,0,unknown,no
56,blue-collar,married,primary,no,6004,no,no,telephone,21,nov,3,-1,0,unknown,no
49,technician,married,unknown,no,3625,yes,no,unknown,6,may,1,-1,0,unknown,no
46,management,married,tertiary,no,5940,no,no,telephone,31,jul,2,-1,0,unknown,no
40,management,single,tertiary,no,16448,yes,no,cellular,13,may,1,174,7,other,no
44,blue-collar,married,primary,no,1284,yes,no,cellular,22,jul,3,-1,0,unknown,no
35,technician,divorced,secondary,yes,1438,yes,yes,cellular,18,nov,5,-1,0,unknown,no
61,blue-collar,married,primary,no,1435,no,no,cellular,18,nov,2,-1,0,unknown,no
40,technician,married,secondary,no,3388,no,no,cellular,2,jun,1,298,10,other,no
32,technician,single,secondary,no,1654,no,no,cellular,25,aug,4,-1,0,unknown,no
46,technician,divorced,secondary,no,1490,no,no,cellular,13,nov,1,92,1,success,yes
45,entrepreneur,married,tertiary,no,3096,yes,no,cellular,19,nov,3,-1,0,unknown,no
54,blue-collar,divorced,primary,no,1419,yes,yes,unknown,9,may,4,-1,0,unknown,no
62,blue-collar,married,secondary,no,3313,no,no,telephone,29,oct,1,-1,0,unknown,no
31,self-employed,married,tertiary,no,1516,no,no,cellular,18,jul,3,-1,0,unknown,no
45,admin.,married,secondary,no,958,yes,yes,cellular,23,jul,1,-1,0,unknown,no
31,management,married,tertiary,no,2273,no,no,cellular,3,feb,3,-1,0,unknown,no
25,technician,single,secondary,no,1995,no,no,cellular,30,apr,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,3186,no,yes,cellular,5,jun,2,-1,0,unknown,yes
52,blue-collar,married,primary,no,2588,yes,no,unknown,8,may,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,1728,no,no,cellular,6,feb,2,-1,0,unknown,no
53,housemaid,married,unknown,no,22671,no,yes,cellular,4,aug,2,-1,0,unknown,no
50,unknown,married,unknown,no,1714,no,no,cellular,30,jul,2,-1,0,unknown,no
34,management,married,tertiary,no,1529,yes,no,cellular,14,may,1,-1,0,unknown,no
36,management,married,tertiary,no,2202,no,no,cellular,5,aug,1,-1,0,unknown,no
52,management,married,tertiary,no,21111,yes,yes,cellular,21,nov,1,-1,0,unknown,no
34,management,single,tertiary,no,5039,no,no,cellular,14,aug,2,-1,0,unknown,no
33,self-employed,married,secondary,no,1453,no,no,cellular,6,aug,4,-1,0,unknown,no
39,blue-collar,married,primary,no,2138,no,no,unknown,18,jun,7,-1,0,unknown,no
88,retired,married,secondary,no,2928,no,no,telephone,18,mar,3,101,1,other,no
51,management,married,tertiary,no,1501,no,no,cellular,29,jan,1,-1,0,unknown,no
28,services,single,secondary,no,1463,no,no,cellular,29,jul,23,-1,0,unknown,no
49,technician,married,primary,no,1708,yes,no,unknown,9,may,1,-1,0,unknown,no
46,blue-collar,married,primary,no,2380,yes,no,cellular,12,may,2,363,1,failure,no
34,technician,single,tertiary,no,1780,no,no,cellular,19,nov,2,-1,0,unknown,no
43,management,married,tertiary,no,2252,yes,yes,cellular,21,nov,1,176,1,failure,no
33,management,married,secondary,no,1887,yes,no,cellular,14,may,1,-1,0,unknown,no
40,admin.,married,tertiary,no,3384,no,no,cellular,27,mar,2,130,2,failure,yes
40,management,married,tertiary,no,1525,yes,no,unknown,21,may,2,-1,0,unknown,no
45,technician,single,tertiary,no,29153,yes,no,unknown,3,jun,7,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,1831,yes,yes,cellular,8,jul,1,-1,0,unknown,no
29,student,single,secondary,no,2997,no,no,cellular,30,jan,5,-1,0,unknown,no
34,management,married,tertiary,no,3138,yes,no,cellular,18,nov,2,179,3,failure,no
50,admin.,married,secondary,no,1782,yes,yes,cellular,29,jul,6,-1,0,unknown,no
37,technician,single,secondary,no,7247,yes,no,cellular,4,may,2,167,4,other,no
45,management,married,secondary,no,2002,yes,no,telephone,18,nov,1,110,2,other,no
40,management,single,tertiary,no,1503,no,no,cellular,24,jul,1,-1,0,unknown,no
42,management,married,tertiary,no,1545,no,no,cellular,19,aug,2,-1,0,unknown,no
35,technician,married,secondary,no,1400,yes,yes,cellular,19,nov,2,-1,0,unknown,no
37,blue-collar,married,primary,no,2049,yes,no,unknown,7,may,1,-1,0,unknown,no
52,management,married,tertiary,no,5795,yes,no,cellular,21,nov,2,113,3,failure,no
46,technician,divorced,secondary,no,1740,yes,no,cellular,21,jul,3,-1,0,unknown,no
54,entrepreneur,married,tertiary,no,1421,no,no,unknown,19,jun,3,-1,0,unknown,no
36,technician,single,secondary,no,1447,no,no,cellular,21,aug,2,-1,0,unknown,no
44,technician,divorced,secondary,no,1703,no,no,cellular,19,aug,4,-1,0,unknown,no
46,technician,married,secondary,no,12485,yes,no,cellular,5,aug,1,-1,0,unknown,no
53,unemployed,married,secondary,no,3180,no,yes,cellular,19,nov,1,-1,0,unknown,no
59,management,married,tertiary,no,4661,no,no,cellular,20,aug,3,-1,0,unknown,no
37,management,married,tertiary,no,1716,yes,no,unknown,23,may,3,-1,0,unknown,no
42,services,married,unknown,no,5502,yes,no,unknown,16,jun,3,-1,0,unknown,no
44,technician,married,secondary,no,110,yes,yes,unknown,28,may,1,-1,0,unknown,no
36,admin.,single,secondary,no,1452,no,yes,cellular,18,nov,1,173,3,failure,no
35,blue-collar,married,primary,no,1668,yes,no,unknown,9,may,2,-1,0,unknown,no
40,management,divorced,tertiary,no,5906,yes,no,unknown,30,may,1,-1,0,unknown,no
51,services,married,secondary,no,1795,yes,no,telephone,14,jul,3,-1,0,unknown,no
36,management,married,secondary,no,1777,yes,no,unknown,21,may,3,-1,0,unknown,no
49,self-employed,married,tertiary,no,6051,yes,no,unknown,14,may,1,-1,0,unknown,no
60,services,married,primary,no,1579,no,no,unknown,27,jun,1,-1,0,unknown,no
48,technician,married,secondary,no,1810,no,yes,cellular,21,nov,5,-1,0,unknown,no
79,retired,divorced,tertiary,no,6080,no,no,cellular,14,apr,1,-1,0,unknown,yes
56,admin.,married,secondary,no,1416,no,no,cellular,28,jan,1,98,2,failure,yes
46,services,married,secondary,no,1416,yes,yes,cellular,11,may,1,-1,0,unknown,no
32,admin.,married,secondary,no,1538,no,no,telephone,16,jun,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,2070,yes,no,unknown,13,may,1,-1,0,unknown,no
30,blue-collar,married,primary,no,1486,yes,no,cellular,6,may,1,337,1,failure,no
33,unemployed,married,tertiary,no,2020,no,no,cellular,21,nov,2,-1,0,unknown,no
54,technician,married,tertiary,no,1647,no,no,cellular,29,aug,3,-1,0,unknown,no
49,management,married,tertiary,no,3356,no,no,cellular,8,jul,1,-1,0,unknown,no
48,housemaid,married,primary,no,1475,no,no,telephone,2,feb,1,-1,0,unknown,no
55,retired,divorced,secondary,yes,1276,no,yes,unknown,6,jun,1,-1,0,unknown,no
34,technician,married,secondary,no,2198,no,no,cellular,20,aug,4,-1,0,unknown,no
40,technician,married,secondary,no,3481,yes,no,cellular,21,aug,2,-1,0,unknown,no
38,management,married,tertiary,no,1769,no,no,unknown,6,jun,3,-1,0,unknown,no
36,admin.,married,secondary,no,3863,yes,no,cellular,9,nov,1,209,2,failure,yes
59,technician,married,secondary,no,7700,no,no,cellular,19,nov,2,-1,0,unknown,no
42,admin.,single,secondary,no,3169,yes,no,unknown,18,jun,2,-1,0,unknown,no
36,management,married,tertiary,no,4097,yes,no,cellular,21,nov,3,-1,0,unknown,no
31,services,single,unknown,no,1506,no,no,unknown,1,jul,1,-1,0,unknown,no
47,management,married,tertiary,no,2948,no,no,cellular,30,jun,1,-1,0,unknown,no
38,management,single,tertiary,no,1639,yes,no,cellular,7,may,2,360,3,failure,no
27,student,married,tertiary,no,1420,yes,no,cellular,9,jul,1,-1,0,unknown,no
36,admin.,married,secondary,no,3112,no,no,unknown,21,may,1,-1,0,unknown,no
28,management,single,tertiary,no,1588,no,yes,cellular,8,jul,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,1534,yes,no,unknown,13,may,3,-1,0,unknown,no
40,entrepreneur,married,tertiary,no,3034,no,yes,cellular,21,nov,3,120,3,failure,no
38,admin.,married,secondary,no,1975,yes,no,unknown,20,may,1,-1,0,unknown,no
46,management,single,tertiary,no,2696,no,no,cellular,9,jul,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,1803,yes,no,unknown,23,may,3,-1,0,unknown,no
50,admin.,married,secondary,no,4486,yes,no,telephone,15,jul,2,-1,0,unknown,no
46,admin.,married,secondary,no,1420,yes,yes,unknown,16,may,1,-1,0,unknown,no
50,management,married,tertiary,no,8030,no,no,unknown,17,jun,3,-1,0,unknown,no
47,self-employed,married,secondary,no,4513,yes,no,cellular,7,aug,2,-1,0,unknown,no
36,management,married,tertiary,no,2321,yes,no,cellular,14,may,1,367,2,other,no
33,management,single,tertiary,no,1536,yes,no,cellular,2,feb,2,271,1,failure,no
56,retired,married,primary,no,1421,yes,no,cellular,11,jul,2,-1,0,unknown,no
61,technician,married,secondary,no,1399,no,no,cellular,15,apr,2,378,3,failure,yes
34,management,married,tertiary,no,6186,yes,no,cellular,5,may,2,350,2,failure,no
44,management,married,primary,no,746,yes,yes,cellular,6,may,1,343,2,failure,no
35,management,single,tertiary,no,1547,no,no,cellular,8,jul,1,-1,0,unknown,no
34,management,married,tertiary,no,7381,no,no,cellular,19,aug,2,-1,0,unknown,no
56,technician,married,secondary,no,1493,no,no,telephone,14,aug,2,106,6,success,no
57,management,married,tertiary,no,1488,yes,no,unknown,14,may,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,2976,yes,yes,unknown,23,may,3,-1,0,unknown,no
32,admin.,single,secondary,no,5305,yes,no,unknown,3,jun,4,-1,0,unknown,no
57,retired,married,secondary,no,1614,no,no,cellular,28,aug,1,-1,0,unknown,no
34,admin.,married,secondary,no,1543,yes,yes,cellular,17,nov,2,195,2,failure,no
34,entrepreneur,married,unknown,no,1490,yes,no,cellular,21,nov,1,135,1,failure,no
53,admin.,single,tertiary,no,1437,yes,no,cellular,30,jan,1,-1,0,unknown,no
25,student,single,secondary,no,9895,no,no,cellular,25,aug,2,-1,0,unknown,no
32,self-employed,married,secondary,no,3165,yes,no,cellular,13,apr,4,-1,0,unknown,no
33,technician,single,secondary,no,2428,yes,no,cellular,23,jul,4,-1,0,unknown,no
63,blue-collar,married,primary,no,2047,yes,no,unknown,19,may,2,-1,0,unknown,no
34,technician,single,secondary,no,7870,yes,no,cellular,6,may,1,167,1,success,no
51,unemployed,married,tertiary,no,1861,no,no,cellular,22,may,1,59,2,failure,no
41,blue-collar,married,primary,no,3713,yes,no,unknown,6,may,1,-1,0,unknown,no
44,management,married,tertiary,no,2040,no,no,cellular,4,nov,1,-1,0,unknown,no
41,technician,single,secondary,no,1615,yes,no,unknown,2,jun,1,-1,0,unknown,no
56,blue-collar,married,primary,no,3810,yes,no,unknown,20,jun,1,-1,0,unknown,no
30,management,single,unknown,no,1609,no,yes,cellular,8,jul,1,-1,0,unknown,no
34,services,single,secondary,no,1634,yes,no,cellular,25,may,2,-1,0,unknown,yes
33,blue-collar,married,secondary,no,3169,yes,no,cellular,20,apr,1,182,1,success,no
39,admin.,married,secondary,no,1392,yes,no,unknown,28,may,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,1353,no,no,cellular,2,feb,1,-1,0,unknown,no
50,retired,married,primary,yes,1130,no,yes,cellular,19,nov,1,-1,0,unknown,no
51,admin.,married,secondary,no,3886,no,no,cellular,20,aug,3,-1,0,unknown,no
49,management,married,tertiary,no,9126,yes,no,cellular,21,nov,5,-1,0,unknown,no
58,management,single,tertiary,no,16724,no,no,cellular,29,apr,6,-1,0,unknown,no
32,admin.,married,secondary,no,1406,yes,no,cellular,11,may,1,-1,0,unknown,no
38,management,married,tertiary,no,1915,no,no,cellular,5,aug,3,97,2,success,yes
36,blue-collar,married,secondary,no,2839,yes,yes,unknown,27,may,2,-1,0,unknown,no
29,admin.,single,tertiary,no,5166,yes,no,cellular,15,may,2,351,5,failure,no
49,technician,married,primary,no,1645,yes,no,unknown,7,may,6,-1,0,unknown,no
48,admin.,married,primary,no,1778,yes,yes,unknown,6,may,2,-1,0,unknown,no
46,management,married,tertiary,no,2195,yes,no,cellular,17,nov,2,172,1,failure,no
52,management,divorced,tertiary,no,1831,yes,yes,cellular,13,may,1,299,3,failure,no
49,management,married,tertiary,no,1765,yes,no,cellular,5,aug,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,1547,no,no,cellular,5,may,1,337,3,failure,no
42,technician,single,secondary,no,2060,no,no,cellular,16,jul,6,-1,0,unknown,no
33,technician,married,secondary,no,1669,no,yes,cellular,29,aug,2,-1,0,unknown,no
39,entrepreneur,married,tertiary,no,6219,yes,no,unknown,20,may,2,-1,0,unknown,no
60,blue-collar,married,primary,no,1734,no,no,cellular,19,aug,2,-1,0,unknown,no
36,management,married,tertiary,no,1545,yes,no,cellular,22,apr,1,-1,0,unknown,no
34,technician,single,secondary,no,4397,no,no,cellular,25,may,1,-1,0,unknown,no
34,technician,single,secondary,no,1448,no,no,cellular,19,aug,2,-1,0,unknown,no
40,management,single,tertiary,no,1464,yes,no,cellular,17,apr,1,273,3,failure,no
36,management,single,unknown,no,2975,yes,no,cellular,16,apr,1,147,7,other,no
37,management,married,tertiary,no,4133,yes,no,cellular,9,jul,1,-1,0,unknown,no
62,retired,married,secondary,no,1552,no,no,cellular,30,apr,2,-1,0,unknown,no
55,blue-collar,married,primary,no,3375,no,no,cellular,8,aug,4,-1,0,unknown,no
35,student,single,unknown,no,7507,no,no,cellular,4,sep,2,127,8,failure,no
33,services,married,secondary,no,1757,yes,no,cellular,28,jan,1,-1,0,unknown,no
33,management,married,tertiary,no,1818,yes,no,cellular,9,feb,3,-1,0,unknown,no
43,blue-collar,married,primary,no,1424,yes,no,cellular,15,jul,2,-1,0,unknown,no
68,retired,married,tertiary,no,3681,no,no,cellular,22,apr,1,-1,0,unknown,no
60,retired,married,unknown,no,2353,no,no,cellular,5,aug,1,-1,0,unknown,no
35,management,divorced,tertiary,yes,1699,no,yes,cellular,18,nov,1,-1,0,unknown,no
56,services,married,secondary,no,1789,yes,no,cellular,2,aug,2,-1,0,unknown,no
56,retired,married,secondary,no,2555,yes,no,cellular,14,may,1,177,7,failure,no
34,admin.,divorced,secondary,yes,1421,yes,no,unknown,12,may,3,-1,0,unknown,no
47,technician,divorced,secondary,no,2315,yes,no,cellular,13,may,2,363,4,failure,no
42,management,married,tertiary,no,2705,yes,yes,cellular,18,nov,1,-1,0,unknown,no
39,self-employed,married,secondary,no,1921,no,yes,cellular,27,aug,15,-1,0,unknown,no
47,services,divorced,secondary,no,1180,no,no,unknown,3,jul,2,-1,0,unknown,no
33,management,single,tertiary,no,7669,yes,no,unknown,9,may,2,-1,0,unknown,no
43,services,married,tertiary,no,1831,yes,no,unknown,3,jun,5,-1,0,unknown,no
48,services,married,secondary,no,1410,yes,no,cellular,22,jun,1,124,1,other,no
43,technician,single,secondary,no,1369,yes,yes,cellular,3,apr,1,-1,0,unknown,no
39,technician,married,secondary,no,1830,no,no,cellular,27,aug,4,-1,0,unknown,no
24,student,single,unknown,no,1946,no,no,cellular,2,sep,1,-1,0,unknown,no
58,admin.,married,secondary,no,1420,yes,no,telephone,19,nov,2,-1,0,unknown,no
39,management,married,primary,no,24382,no,no,cellular,2,jul,1,388,1,failure,no
36,housemaid,married,secondary,no,1519,yes,no,unknown,30,oct,1,-1,0,unknown,yes
42,housemaid,married,secondary,no,6105,no,no,cellular,14,aug,2,-1,0,unknown,no
36,technician,single,secondary,no,1850,yes,no,cellular,6,feb,2,197,6,failure,no
47,blue-collar,married,secondary,no,1713,yes,no,cellular,13,may,5,176,1,other,no
36,blue-collar,married,secondary,no,2121,yes,no,cellular,18,jul,2,-1,0,unknown,no
55,technician,divorced,primary,no,8709,yes,no,unknown,30,may,1,-1,0,unknown,no
42,management,married,tertiary,no,10388,yes,no,cellular,17,nov,1,-1,0,unknown,no
61,blue-collar,married,unknown,no,1560,no,no,unknown,5,jun,1,-1,0,unknown,no
30,technician,single,secondary,no,2223,yes,no,cellular,15,may,1,371,2,failure,no
28,services,single,secondary,no,1568,yes,no,cellular,12,aug,1,-1,0,unknown,no
54,management,married,secondary,no,1943,yes,no,unknown,30,may,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,1600,yes,no,cellular,12,may,1,-1,0,unknown,no
36,technician,married,secondary,no,1620,yes,yes,cellular,4,jun,1,309,3,other,no
42,technician,married,secondary,no,5853,yes,no,cellular,20,nov,2,183,2,failure,no
38,unemployed,married,secondary,no,646,yes,yes,cellular,20,nov,1,183,1,failure,no
43,blue-collar,married,primary,no,2605,yes,no,unknown,15,may,1,-1,0,unknown,no
59,self-employed,married,tertiary,yes,-3499,yes,yes,unknown,9,may,1,-1,0,unknown,no
38,technician,married,secondary,no,1447,yes,no,cellular,8,may,2,347,1,failure,no
40,services,married,secondary,no,1424,no,yes,cellular,21,nov,2,-1,0,unknown,no
36,services,married,secondary,no,2475,no,no,cellular,12,may,1,182,6,success,yes
44,blue-collar,married,unknown,no,1017,yes,no,cellular,30,jul,5,-1,0,unknown,no
51,blue-collar,married,primary,no,1888,yes,yes,telephone,9,feb,3,221,1,failure,no
37,services,single,secondary,no,1495,yes,no,cellular,14,may,1,-1,0,unknown,no
51,technician,married,tertiary,no,2014,yes,no,cellular,3,mar,2,-1,0,unknown,yes
32,management,single,tertiary,no,7666,yes,no,unknown,27,may,11,-1,0,unknown,no
52,technician,married,secondary,no,1509,no,no,cellular,7,jul,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,2259,no,no,unknown,13,may,1,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,1512,no,no,unknown,5,jun,2,-1,0,unknown,no
41,technician,married,secondary,no,1570,yes,no,cellular,6,may,2,-1,0,unknown,no
51,services,married,secondary,no,1821,no,no,cellular,21,aug,3,-1,0,unknown,no
62,management,single,tertiary,no,1420,no,yes,cellular,23,jul,1,-1,0,unknown,no
39,blue-collar,single,primary,no,2249,yes,no,cellular,15,may,1,352,1,failure,no
81,retired,married,secondary,no,6158,no,no,telephone,9,jul,5,-1,0,unknown,no
37,admin.,married,tertiary,no,1438,yes,no,cellular,28,jul,7,-1,0,unknown,no
35,blue-collar,married,secondary,no,1353,yes,no,cellular,28,jul,3,-1,0,unknown,no
35,management,single,primary,no,6328,yes,no,unknown,20,may,1,-1,0,unknown,no
33,services,single,secondary,no,1576,no,no,cellular,16,jul,1,-1,0,unknown,no
58,services,married,secondary,no,2228,yes,no,unknown,29,may,2,-1,0,unknown,no
33,technician,married,secondary,no,2090,yes,yes,unknown,21,may,1,-1,0,unknown,no
38,admin.,divorced,secondary,no,1480,yes,no,unknown,27,may,1,-1,0,unknown,no
52,services,married,secondary,no,1583,no,yes,cellular,27,aug,8,-1,0,unknown,no
53,technician,divorced,secondary,no,3805,yes,yes,cellular,18,aug,10,-1,0,unknown,no
48,admin.,married,primary,no,1521,no,no,telephone,4,feb,2,-1,0,unknown,no
53,admin.,married,secondary,no,3004,yes,no,unknown,2,jun,3,-1,0,unknown,no
35,management,married,tertiary,no,1683,no,no,cellular,21,aug,2,-1,0,unknown,no
57,self-employed,married,secondary,no,3667,no,yes,cellular,18,aug,12,-1,0,unknown,no
59,technician,married,secondary,no,1151,no,no,cellular,19,aug,11,-1,0,unknown,no
44,admin.,divorced,secondary,no,3235,yes,no,unknown,14,may,1,-1,0,unknown,no
30,admin.,single,secondary,no,1598,yes,yes,cellular,6,may,1,-1,0,unknown,no
47,technician,married,secondary,no,1508,no,no,cellular,29,aug,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,1351,no,no,unknown,17,jun,3,-1,0,unknown,no
61,retired,divorced,primary,no,8604,no,no,cellular,5,feb,1,-1,0,unknown,no
58,admin.,divorced,secondary,no,2409,no,yes,cellular,18,aug,2,-1,0,unknown,no
45,management,married,tertiary,no,1722,yes,no,unknown,9,may,2,-1,0,unknown,no
50,blue-collar,single,secondary,no,888,no,yes,cellular,21,nov,2,-1,0,unknown,no
53,services,divorced,secondary,no,1532,yes,no,cellular,17,nov,1,-1,0,unknown,no
40,technician,single,secondary,no,1680,no,no,cellular,29,aug,4,-1,0,unknown,no
36,blue-collar,married,secondary,no,1836,yes,yes,unknown,15,may,2,-1,0,unknown,no
55,management,married,tertiary,no,1640,no,no,unknown,30,may,1,-1,0,unknown,no
42,services,married,secondary,no,2739,no,no,unknown,11,jun,2,-1,0,unknown,no
37,services,divorced,secondary,no,1711,yes,no,cellular,14,may,1,360,1,failure,no
58,self-employed,married,secondary,no,2207,no,yes,cellular,30,jul,2,-1,0,unknown,no
43,admin.,married,tertiary,no,6846,yes,no,unknown,14,may,2,-1,0,unknown,no
37,housemaid,divorced,secondary,no,1452,no,no,cellular,31,jul,2,-1,0,unknown,no
44,technician,married,secondary,no,2396,yes,no,cellular,11,aug,1,78,5,failure,yes
36,services,married,secondary,no,3635,no,no,unknown,8,may,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,3678,yes,no,cellular,13,may,1,364,2,failure,no
62,admin.,married,unknown,no,2600,yes,no,cellular,26,may,1,-1,0,unknown,no
34,admin.,single,secondary,no,11741,yes,no,cellular,19,nov,2,-1,0,unknown,no
46,blue-collar,divorced,secondary,no,1742,no,no,cellular,30,jul,13,-1,0,unknown,no
47,blue-collar,married,primary,no,3631,yes,no,unknown,19,may,4,-1,0,unknown,no
72,retired,married,secondary,no,1987,no,no,cellular,27,apr,2,182,1,failure,no
44,services,married,secondary,no,1422,yes,no,unknown,7,may,1,-1,0,unknown,no
33,services,married,secondary,no,1554,no,no,cellular,7,jul,1,152,1,other,no
35,services,divorced,secondary,no,2410,yes,no,unknown,27,may,1,-1,0,unknown,no
39,housemaid,married,primary,no,1612,no,no,cellular,8,aug,4,-1,0,unknown,no
53,admin.,married,secondary,no,4065,no,no,telephone,28,jan,2,-1,0,unknown,no
52,admin.,divorced,secondary,no,1598,no,yes,cellular,17,nov,1,-1,0,unknown,no
34,management,single,tertiary,no,2067,yes,yes,cellular,20,apr,2,-1,0,unknown,no
51,unemployed,divorced,tertiary,no,2225,no,no,cellular,8,nov,1,871,2,failure,no
52,technician,divorced,secondary,no,784,yes,yes,cellular,24,jul,1,-1,0,unknown,no
60,housemaid,married,primary,no,1500,yes,no,telephone,9,jul,1,-1,0,unknown,no
37,blue-collar,married,primary,no,5103,yes,no,unknown,30,may,4,-1,0,unknown,no
42,management,married,tertiary,no,1589,yes,yes,telephone,9,feb,6,-1,0,unknown,no
54,admin.,divorced,secondary,no,1542,no,yes,unknown,19,jun,1,-1,0,unknown,no
39,admin.,married,secondary,no,1599,yes,no,cellular,5,may,2,347,1,failure,no
40,admin.,married,tertiary,no,2025,no,no,cellular,18,nov,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,1537,yes,no,unknown,9,may,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,1164,yes,no,unknown,3,jun,2,-1,0,unknown,no
53,services,married,unknown,no,7208,yes,no,unknown,29,may,2,-1,0,unknown,no
41,technician,married,secondary,no,10539,no,no,unknown,5,jun,1,-1,0,unknown,no
29,unknown,single,tertiary,no,7834,no,no,telephone,28,jan,4,-1,0,unknown,no
49,blue-collar,married,primary,no,1979,yes,no,cellular,4,feb,2,264,4,other,no
42,management,married,tertiary,no,1488,no,no,cellular,10,nov,1,96,8,success,yes
57,management,divorced,tertiary,no,2017,yes,no,telephone,8,may,2,298,3,failure,no
51,blue-collar,married,unknown,no,4612,no,no,unknown,16,jun,2,-1,0,unknown,no
27,technician,single,tertiary,no,1971,yes,no,unknown,15,may,1,-1,0,unknown,no
42,self-employed,married,tertiary,no,2127,no,no,cellular,18,nov,3,-1,0,unknown,no
38,technician,married,tertiary,no,1497,no,no,cellular,22,aug,2,-1,0,unknown,no
47,technician,married,unknown,no,1959,yes,no,unknown,27,may,1,-1,0,unknown,no
33,blue-collar,single,tertiary,no,1958,yes,yes,unknown,19,may,1,-1,0,unknown,no
36,admin.,single,secondary,no,1660,no,no,cellular,7,jul,4,-1,0,unknown,no
45,self-employed,single,tertiary,no,1428,no,no,unknown,19,jun,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,1524,yes,no,unknown,12,may,5,-1,0,unknown,no
52,blue-collar,married,primary,no,13943,yes,no,cellular,17,apr,2,147,4,success,no
44,admin.,single,secondary,no,2435,yes,no,unknown,5,may,2,-1,0,unknown,no
50,management,married,tertiary,no,2292,no,no,cellular,29,jan,2,-1,0,unknown,no
75,retired,married,primary,no,2806,no,no,cellular,20,jul,3,190,3,success,no
36,technician,single,secondary,no,1527,yes,no,cellular,7,may,2,171,3,failure,no
47,technician,married,secondary,no,4042,no,no,unknown,18,jun,2,-1,0,unknown,no
33,technician,divorced,secondary,no,1726,yes,no,cellular,18,jul,1,-1,0,unknown,no
41,admin.,married,secondary,no,1775,yes,no,cellular,17,apr,1,281,1,failure,no
33,blue-collar,single,tertiary,no,3698,yes,no,unknown,23,may,3,-1,0,unknown,no
37,services,married,secondary,no,1502,yes,no,cellular,18,may,2,-1,0,unknown,no
39,blue-collar,divorced,secondary,no,1462,yes,no,cellular,21,apr,4,-1,0,unknown,yes
57,blue-collar,married,primary,no,2575,yes,no,cellular,6,may,1,272,2,failure,no
29,student,single,tertiary,no,1330,yes,no,cellular,11,sep,3,224,1,other,no
50,technician,divorced,secondary,yes,1443,no,no,cellular,27,aug,3,-1,0,unknown,no
34,services,single,secondary,no,1601,yes,no,cellular,6,may,1,-1,0,unknown,no
36,self-employed,single,tertiary,no,2295,yes,no,cellular,17,nov,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,2044,yes,no,unknown,21,may,1,-1,0,unknown,no
28,management,single,tertiary,no,2022,no,no,telephone,29,jan,2,164,1,other,no
60,management,married,secondary,no,1868,yes,no,cellular,29,jul,2,-1,0,unknown,no
34,technician,married,secondary,no,1496,no,no,cellular,4,feb,2,260,4,failure,no
50,management,married,primary,no,1746,yes,yes,unknown,14,may,1,-1,0,unknown,no
47,admin.,married,secondary,no,1520,no,no,cellular,19,aug,10,-1,0,unknown,no
56,services,married,unknown,no,9379,yes,no,unknown,15,may,4,-1,0,unknown,no
45,management,single,secondary,no,2545,yes,no,unknown,2,jun,1,-1,0,unknown,no
35,blue-collar,divorced,secondary,no,1392,yes,no,unknown,16,may,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,6591,yes,no,unknown,17,jun,6,-1,0,unknown,no
38,management,married,tertiary,no,1505,yes,no,unknown,27,may,2,-1,0,unknown,no
60,management,married,tertiary,no,1678,no,no,cellular,19,aug,7,-1,0,unknown,no
54,technician,married,tertiary,no,1486,no,no,cellular,9,aug,3,94,4,success,no
34,blue-collar,married,secondary,no,1687,yes,no,cellular,12,may,1,-1,0,unknown,no
44,management,married,tertiary,no,1906,yes,no,cellular,11,jul,2,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,1695,no,yes,cellular,10,jul,5,-1,0,unknown,no
